season,specie,sex,age(month),temperature,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,Disease
4,8,6,51,39.25,36,20,32,30,36,14,28,7
4,8,6,41,39.25,49,19,34,54,21,14,36,0
12,8,9,25,39.25,26,55,46,14,14,29,41,15
4,2,6,70,38.65,39,27,23,32,33,21,48,11
12,2,6,40,38.65,45,42,14,17,36,37,37,1
3,8,6,35,39.25,26,55,18,46,31,14,33,15
4,2,9,38,38.65,18,55,54,32,38,14,21,13
12,8,6,21,39.25,32,16,40,53,54,31,14,10
3,8,9,113,39.25,54,14,18,32,35,41,51,13
12,2,6,70,38.65,39,34,52,37,22,28,50,5
4,8,9,79,39.25,39,27,23,32,36,29,31,11
12,2,9,3,38.65,26,55,18,46,35,28,36,15
3,8,9,94,39.25,30,32,20,36,36,48,14,7
12,2,6,80,38.65,16,32,40,53,14,35,50,10
12,8,6,22,39.25,32,17,42,41,48,37,47,1
4,2,9,69,38.65,34,52,37,39,48,47,38,5
3,2,9,22,38.65,20,30,32,36,25,14,24,7
4,2,6,1,38.65,17,45,42,32,44,37,14,1
3,8,6,124,39.25,18,55,32,54,38,25,29,13
4,8,9,16,39.25,18,55,32,54,36,29,14,13
3,2,6,72,38.65,55,18,54,32,48,24,14,13
4,8,6,125,39.25,26,55,46,18,14,29,48,15
4,2,6,67,38.65,49,19,34,54,29,29,44,0
4,8,9,113,39.25,36,41,14,14,24,14,50,7
3,8,6,25,39.25,53,14,40,32,14,38,44,10
12,8,6,16,39.25,45,17,32,42,37,14,14,1
4,2,9,70,38.65,28,32,39,23,24,14,54,11
12,8,9,118,39.25,32,14,36,30,28,28,37,7
4,8,6,122,39.25,45,42,32,17,38,14,31,1
12,8,6,109,39.25,17,32,42,45,54,24,50,1
3,2,6,87,38.65,39,14,52,14,37,14,51,5
4,8,6,22,39.25,16,53,22,32,43,25,44,10
4,2,9,64,38.65,20,32,36,30,43,54,14,7
3,8,9,83,39.25,32,20,36,14,14,38,14,7
3,2,9,91,38.65,32,20,36,30,36,14,14,7
4,8,9,58,39.25,18,55,54,32,51,51,35,13
4,8,9,35,39.25,46,18,26,55,25,51,36,15
12,2,9,76,38.65,55,18,54,54,50,43,51,13
12,8,6,117,39.25,17,45,32,42,54,51,24,1
3,2,6,106,38.65,26,55,46,18,47,28,25,15
4,2,9,21,38.65,54,32,18,55,14,38,47,13
3,2,9,112,38.65,32,20,36,30,44,14,41,7
3,2,6,88,38.65,32,42,17,14,50,14,14,1
4,2,9,13,38.65,23,39,32,27,43,24,47,11
4,8,9,103,39.25,36,20,30,32,38,47,14,7
12,8,9,104,39.25,32,20,36,30,51,47,47,7
3,2,6,97,38.65,34,54,49,14,14,29,37,0
4,2,9,20,38.65,23,39,32,27,44,14,48,11
12,8,9,72,39.25,32,20,30,36,35,51,14,7
4,2,6,85,38.65,53,16,40,32,14,38,14,10
4,8,9,57,39.25,23,27,39,32,14,14,48,11
3,8,6,106,39.25,39,37,34,52,14,14,54,5
4,2,9,99,38.65,26,55,46,14,24,25,51,15
4,2,6,13,38.65,34,52,14,39,29,48,51,5
3,2,6,35,38.65,23,39,32,27,47,43,14,11
4,2,9,1,38.65,34,52,37,39,21,36,54,5
3,2,6,25,38.65,53,16,40,32,31,14,54,10
12,8,6,1,39.25,18,55,32,54,22,21,31,13
12,2,6,100,38.65,18,55,35,54,14,14,25,13
3,8,9,82,39.25,26,38,46,18,50,47,38,15
3,8,9,101,39.25,23,39,32,27,14,14,51,11
3,2,6,106,38.65,17,45,42,32,14,14,29,1
3,2,6,35,38.65,54,49,19,34,50,22,21,0
12,8,6,61,39.25,42,32,17,45,14,37,33,1
12,8,9,59,39.25,54,18,55,32,28,43,28,13
3,2,6,28,38.65,16,40,32,53,14,36,35,10
4,2,9,57,38.65,39,23,27,32,48,33,14,11
4,8,6,91,39.25,45,17,32,42,24,33,51,1
3,2,6,80,38.65,32,30,14,20,24,51,33,7
4,8,6,62,39.25,32,20,14,30,36,35,38,7
4,2,6,96,38.65,17,45,42,32,14,35,33,1
4,8,6,99,39.25,53,32,40,16,44,51,31,10
4,8,6,51,39.25,53,16,40,32,14,31,54,10
12,2,6,1,38.65,32,14,45,42,37,38,14,1
3,8,9,55,39.25,32,20,36,30,31,21,14,7
4,2,9,22,38.65,34,19,49,54,21,22,43,0
4,2,9,36,38.65,23,32,14,27,14,14,44,11
12,8,6,53,39.25,32,40,16,53,14,54,14,10
3,2,6,6,38.65,17,42,45,32,33,44,21,1
4,2,9,115,38.65,52,34,37,39,21,35,35,5
4,8,6,58,39.25,23,39,32,27,21,21,14,11
12,8,6,42,39.25,46,18,55,14,29,31,21,15
4,8,9,1,39.25,55,54,24,14,14,14,14,13
4,2,9,112,38.65,34,19,49,54,22,37,36,0
3,2,6,54,38.65,53,16,40,32,37,31,43,10
3,8,6,66,39.25,46,26,55,18,33,54,43,15
4,2,9,116,38.65,55,26,18,46,28,38,14,15
12,8,6,97,39.25,26,55,46,18,37,14,38,15
12,2,6,24,38.65,53,16,40,32,14,51,36,10
4,2,6,68,38.65,54,14,49,19,33,37,14,0
12,8,6,70,39.25,32,20,14,30,14,44,14,7
12,8,6,115,39.25,18,46,26,47,24,51,24,15
4,2,6,27,38.65,17,45,42,32,14,47,14,1
12,8,6,58,39.25,32,20,14,36,24,24,29,7
3,2,6,116,38.65,45,17,42,32,38,28,37,1
4,8,6,106,39.25,16,53,40,32,14,24,14,10
4,2,6,9,38.65,17,45,42,32,33,35,36,1
12,2,6,77,38.65,34,14,52,39,47,51,50,5
12,2,6,34,38.65,17,45,42,32,14,24,24,1
4,2,9,66,38.65,39,27,32,23,22,14,21,11
4,2,6,123,38.65,36,32,20,30,33,43,14,7
3,8,6,116,39.25,26,18,46,55,37,14,50,15
4,2,6,72,38.65,27,32,23,39,33,28,21,11
3,8,9,86,39.25,34,52,37,39,14,51,14,5
4,8,6,89,39.25,46,26,18,55,14,14,28,15
3,8,9,81,39.25,55,54,32,18,48,37,14,13
12,8,6,19,39.25,42,45,17,32,37,24,29,1
4,2,9,56,38.65,34,14,37,39,35,14,43,5
4,8,9,67,39.25,26,14,46,18,36,29,14,15
3,8,6,97,39.25,18,55,32,54,35,54,36,13
3,8,9,21,39.25,49,19,34,54,31,31,14,0
3,2,6,43,38.65,30,20,32,50,14,33,14,7
12,8,9,63,39.25,34,37,39,52,14,24,14,5
3,2,6,27,38.65,34,52,37,39,33,44,50,5
4,8,6,41,39.25,53,40,16,32,29,38,14,10
4,8,6,24,39.25,46,18,26,55,24,47,29,15
4,8,6,122,39.25,45,17,42,32,14,48,24,1
4,8,6,93,39.25,17,45,42,32,44,37,14,1
12,2,6,110,38.65,17,45,42,32,44,14,36,1
3,2,6,25,38.65,32,20,14,30,51,22,43,7
4,2,9,50,38.65,34,54,49,19,14,29,14,0
3,8,6,88,39.25,23,39,32,14,14,35,25,11
4,8,9,59,39.25,18,46,26,55,14,14,36,15
3,2,6,105,38.65,23,39,32,27,37,25,31,11
3,8,6,46,39.25,53,16,21,32,14,31,37,10
4,2,9,94,38.65,23,39,27,32,14,24,50,11
4,2,6,50,38.65,17,45,42,32,33,38,36,1
4,8,6,46,39.25,49,19,34,54,14,36,44,0
4,8,6,4,39.25,18,55,32,54,22,50,44,13
4,8,6,5,39.25,23,39,32,27,33,31,54,11
3,8,6,12,39.25,53,16,40,32,31,54,22,10
4,8,6,42,39.25,53,16,32,40,14,24,50,10
12,8,9,94,39.25,52,34,37,39,14,35,24,5
12,8,6,42,39.25,40,16,32,14,48,14,33,10
12,2,6,49,38.65,42,32,45,17,25,14,14,1
12,8,9,88,39.25,32,36,30,20,22,14,29,7
12,8,9,94,39.25,34,52,37,39,44,14,48,5
3,2,9,69,38.65,35,26,46,18,14,36,14,15
4,2,9,38,38.65,49,19,34,54,50,25,38,0
3,2,9,8,38.65,32,23,27,39,14,14,28,11
4,8,6,53,39.25,49,34,54,19,25,38,50,0
3,8,6,97,39.25,23,39,32,27,44,14,43,11
4,2,6,33,38.65,40,14,16,32,44,14,14,10
4,8,6,52,39.25,17,45,42,32,21,36,37,1
3,2,6,52,38.65,34,52,37,39,21,50,35,5
12,8,9,84,39.25,54,14,34,19,43,38,14,0
4,8,6,81,39.25,32,20,36,30,38,47,14,7
12,8,6,39,39.25,34,52,37,39,29,22,48,5
3,8,6,40,39.25,32,20,36,30,29,14,47,7
12,8,6,44,39.25,45,32,14,42,50,43,44,1
12,2,9,82,38.65,34,39,52,37,31,24,48,5
3,8,6,48,39.25,53,16,40,32,51,47,14,10
3,2,6,47,38.65,32,18,55,54,29,47,38,13
4,8,6,24,39.25,17,45,42,32,44,54,21,1
12,2,6,110,38.65,18,55,46,26,36,51,14,15
4,8,9,68,39.25,32,20,36,30,50,22,22,7
12,8,6,123,39.25,17,42,45,32,14,14,25,1
12,2,9,40,38.65,20,30,36,32,25,14,14,7
4,8,6,88,39.25,54,49,34,19,37,14,44,0
12,8,9,37,39.25,26,46,55,18,14,36,37,15
3,8,6,49,39.25,39,37,34,52,35,36,14,5
12,2,6,108,38.65,26,46,55,18,47,38,21,15
12,2,6,96,38.65,17,14,42,32,50,43,25,1
4,2,6,62,38.65,46,14,18,26,14,29,25,15
3,2,9,21,38.65,51,55,32,54,38,36,33,13
4,2,9,35,38.65,32,20,36,30,44,31,22,7
4,8,9,81,39.25,34,52,37,39,21,41,14,5
12,8,9,16,39.25,26,55,46,18,43,44,44,15
3,8,9,75,39.25,26,55,46,18,38,35,25,15
4,2,6,26,38.65,53,16,32,40,54,25,44,10
4,2,6,12,38.65,32,45,17,42,14,37,48,1
12,2,6,51,38.65,49,19,34,54,14,29,25,0
12,8,6,76,39.25,32,20,36,14,38,37,47,7
12,2,9,74,38.65,23,39,14,27,38,48,51,11
4,8,9,84,39.25,52,37,14,39,41,41,50,5
4,2,9,96,38.65,26,46,18,55,50,14,48,15
12,8,9,26,39.25,55,46,18,26,51,14,37,15
4,8,9,37,39.25,34,52,37,39,33,24,14,5
3,2,6,72,38.65,17,45,43,14,14,21,36,1
4,2,6,56,38.65,30,20,36,32,14,35,25,7
12,8,9,99,39.25,41,52,37,39,37,43,35,5
4,8,9,1,39.25,49,19,34,54,31,14,22,0
12,8,9,43,39.25,26,55,46,18,38,48,51,15
4,8,9,64,39.25,32,27,31,14,14,14,35,11
3,8,6,122,39.25,52,37,34,39,51,54,14,5
4,2,6,69,38.65,18,14,32,54,48,51,14,13
12,8,9,65,39.25,48,32,54,23,35,41,14,11
12,2,6,1,38.65,46,26,18,55,14,47,44,15
12,2,6,30,38.65,27,32,47,39,14,14,29,11
3,8,9,60,39.25,18,55,32,54,54,41,24,13
3,2,6,31,38.65,54,14,19,34,14,14,21,0
4,8,6,123,39.25,17,45,42,32,35,47,21,1
4,2,6,72,38.65,49,19,34,54,41,33,14,0
4,2,6,4,38.65,32,45,17,42,43,14,28,1
12,8,6,81,39.25,23,27,39,32,24,51,28,11
4,2,9,62,38.65,18,55,32,54,33,50,21,13
4,2,9,89,38.65,26,18,46,55,28,14,50,15
3,8,6,78,39.25,34,37,52,39,47,48,43,5
4,2,9,95,38.65,34,52,37,39,41,22,22,5
4,8,6,68,39.25,26,55,46,33,41,14,28,15
12,8,6,28,39.25,32,20,22,30,54,36,33,7
12,2,9,9,38.65,32,20,36,30,28,22,47,7
12,8,9,18,39.25,36,20,30,32,14,54,44,7
4,2,9,67,38.65,49,19,34,54,50,37,21,0
4,8,6,49,39.25,39,34,52,37,43,43,47,5
4,2,6,96,38.65,39,23,27,32,38,48,14,11
3,8,9,38,39.25,55,18,32,54,35,14,21,13
12,2,6,79,38.65,32,39,27,23,31,29,41,11
3,2,6,58,38.65,17,32,45,36,50,38,14,1
3,2,9,45,38.65,34,52,14,39,14,33,41,5
3,2,9,79,38.65,27,23,32,14,24,43,31,11
3,2,9,7,38.65,18,46,55,26,25,44,43,15
3,2,9,23,38.65,23,32,27,39,48,14,43,11
3,2,6,48,38.65,17,45,42,32,14,24,14,1
12,2,6,1,38.65,46,18,55,26,14,28,31,15
3,2,6,95,38.65,53,16,40,32,37,50,44,10
3,8,9,78,39.25,26,18,55,37,14,28,33,15
4,8,6,44,39.25,53,16,40,32,38,33,37,10
3,8,9,54,39.25,34,39,52,14,35,24,54,5
12,2,9,113,38.65,49,19,14,54,38,14,38,0
12,2,6,106,38.65,30,14,20,32,33,50,36,7
3,2,6,104,38.65,39,14,37,52,44,47,21,5
4,8,6,47,39.25,53,16,40,32,14,29,14,10
3,8,6,79,39.25,27,23,39,32,14,14,14,11
4,2,6,64,38.65,53,16,40,32,51,41,44,10
3,8,9,91,39.25,49,19,34,54,14,33,14,0
4,8,9,121,39.25,27,32,39,23,50,14,36,11
4,2,6,96,38.65,53,16,40,32,14,51,38,10
12,8,6,102,39.25,17,45,42,14,48,14,24,1
3,2,6,18,38.65,18,55,32,54,14,33,22,13
3,8,9,10,39.25,36,20,14,32,43,47,14,7
4,2,9,87,38.65,52,39,34,37,14,50,48,5
4,2,6,93,38.65,17,45,42,32,43,21,22,1
4,2,6,77,38.65,23,27,32,39,14,14,24,11
3,8,9,111,39.25,32,20,36,30,44,14,43,7
12,8,6,34,39.25,39,27,32,23,14,44,14,11
4,2,6,28,38.65,45,32,17,47,28,51,35,1
12,8,6,61,39.25,53,16,14,32,33,43,35,10
3,2,9,95,38.65,23,39,32,27,35,38,21,11
12,2,9,16,38.65,18,26,37,46,43,36,29,15
12,2,6,62,38.65,34,52,37,39,51,44,51,5
3,2,6,59,38.65,32,33,27,23,21,21,38,11
12,8,6,15,39.25,18,55,46,26,51,33,28,15
12,2,9,63,38.65,52,37,39,34,14,24,29,5
3,2,9,34,38.65,18,55,32,54,48,35,33,13
4,2,6,18,38.65,54,14,55,32,54,29,38,13
12,8,9,88,39.25,18,26,46,55,48,14,28,15
4,8,6,2,39.25,32,20,36,30,24,33,14,7
12,8,9,28,39.25,28,20,36,30,48,50,43,7
3,2,6,21,38.65,32,27,23,39,47,31,37,11
3,2,6,112,38.65,34,52,37,39,14,14,14,5
12,2,9,74,38.65,23,39,44,29,14,14,14,11
12,2,6,112,38.65,23,39,32,27,47,14,21,11
4,2,9,78,38.65,30,36,20,32,38,21,31,7
12,2,9,4,38.65,26,55,46,18,43,14,43,15
3,2,6,48,38.65,34,52,37,39,14,24,48,5
4,8,6,16,39.25,37,34,39,52,41,43,35,5
3,8,9,32,39.25,32,18,54,55,50,29,37,13
3,2,6,25,38.65,53,25,32,16,24,47,33,10
3,2,9,55,38.65,34,52,37,39,14,25,33,5
12,2,9,18,38.65,23,39,32,27,22,14,22,11
12,2,6,35,38.65,17,45,42,32,43,24,29,1
3,2,6,92,38.65,34,52,37,39,25,24,22,5
4,2,6,106,38.65,17,45,42,32,14,33,14,1
3,8,6,26,39.25,45,42,14,32,51,36,51,1
3,8,9,54,39.25,46,55,26,18,24,25,14,15
4,8,9,52,39.25,52,37,34,39,14,54,36,5
12,2,9,27,38.65,32,20,36,30,22,43,47,7
12,2,6,117,38.65,32,20,48,30,14,48,37,7
12,2,6,85,38.65,45,17,14,32,14,14,22,1
12,8,6,41,39.25,53,32,16,40,14,14,22,10
4,8,9,8,39.25,55,26,18,46,54,21,14,15
12,2,9,13,38.65,24,39,32,27,50,28,22,11
12,2,9,115,38.65,26,55,18,46,24,31,14,15
4,8,9,62,39.25,26,55,46,18,54,50,25,15
12,2,6,35,38.65,23,39,32,27,43,44,47,11
3,8,9,63,39.25,34,52,37,39,14,41,29,5
3,2,6,117,38.65,18,47,32,54,25,50,48,13
12,8,9,93,39.25,55,14,18,32,14,29,29,13
12,2,6,18,38.65,17,32,42,45,37,14,14,1
12,8,9,12,39.25,34,52,37,39,22,41,22,5
3,8,6,102,39.25,17,45,42,32,14,43,24,1
12,8,9,80,39.25,23,39,32,27,33,41,14,11
4,2,9,11,38.65,39,52,37,34,44,35,21,5
12,8,6,117,39.25,32,39,27,23,25,50,47,11
12,8,9,82,39.25,27,32,23,39,50,36,14,11
12,2,6,89,38.65,42,45,32,17,28,50,14,1
12,8,9,27,39.25,27,39,23,32,24,14,41,11
4,8,6,79,39.25,53,16,40,32,28,24,14,10
12,8,6,100,39.25,20,36,32,30,44,41,14,7
4,8,9,65,39.25,32,30,36,20,14,14,14,7
12,2,6,4,38.65,42,45,32,31,44,38,38,1
3,2,6,73,38.65,26,55,46,14,48,36,41,15
12,8,6,36,39.25,34,39,37,52,29,14,25,5
4,8,6,99,39.25,27,32,23,39,50,37,14,11
12,8,6,53,39.25,52,39,37,34,29,44,29,5
3,8,9,122,39.25,39,27,23,32,31,50,21,11
4,2,9,27,38.65,39,27,23,32,28,14,47,11
3,2,6,74,38.65,32,53,40,16,38,41,25,10
12,2,6,83,38.65,42,45,17,32,36,54,14,1
4,8,9,99,39.25,18,55,32,54,41,38,25,13
4,2,6,42,38.65,26,55,14,14,22,35,43,15
3,2,6,42,38.65,40,16,53,32,14,14,50,10
12,8,6,30,39.25,16,40,53,32,54,14,14,10
12,2,9,20,38.65,34,52,37,39,14,29,54,5
3,2,6,26,38.65,17,45,42,32,48,24,28,1
12,8,9,108,39.25,22,39,32,27,14,22,47,11
12,2,6,1,38.65,53,32,16,40,14,37,50,10
12,8,6,78,39.25,16,14,53,32,35,50,24,10
4,8,9,79,39.25,27,39,23,32,38,38,14,11
4,8,6,18,39.25,53,16,40,32,36,51,14,10
4,8,6,7,39.25,20,32,30,36,51,54,14,7
12,2,9,80,38.65,34,52,37,39,29,35,14,5
3,2,6,91,38.65,23,14,32,39,14,35,29,11
3,2,6,91,38.65,18,55,26,46,36,33,48,15
12,8,9,65,39.25,23,39,32,27,24,29,31,11
4,8,9,104,39.25,46,26,18,55,43,44,35,15
12,8,9,113,39.25,39,52,34,37,35,14,22,5
12,2,6,15,38.65,17,45,42,32,48,24,33,1
12,8,6,3,39.25,18,26,55,46,47,14,14,15
12,8,6,24,39.25,53,16,40,32,38,28,51,10
3,2,6,87,38.65,16,40,32,53,33,54,14,10
3,2,6,43,38.65,53,16,40,32,14,37,24,10
4,2,6,107,38.65,42,17,45,32,25,51,22,1
4,2,6,12,38.65,17,45,37,32,43,37,14,1
4,8,6,54,39.25,53,16,40,32,47,38,33,10
3,2,6,16,38.65,55,18,38,46,29,14,41,15
4,2,9,96,38.65,39,37,34,52,29,29,37,5
3,2,9,60,38.65,34,54,19,49,14,29,14,0
3,2,9,49,38.65,55,46,26,18,28,29,43,15
3,8,6,34,39.25,26,55,46,18,41,36,47,15
4,8,6,40,39.25,17,45,42,32,28,28,22,1
12,2,6,18,38.65,32,45,42,17,14,50,48,1
4,8,9,75,39.25,32,20,36,30,36,21,25,7
4,2,6,12,38.65,18,55,32,54,37,14,14,13
12,2,9,93,38.65,26,55,46,18,54,14,14,15
3,8,6,38,39.25,37,52,34,39,31,41,22,5
3,2,9,82,38.65,32,48,48,54,38,36,48,13
4,8,9,88,39.25,23,14,32,27,44,43,29,11
12,2,6,107,38.65,26,55,46,18,25,54,37,15
4,2,6,90,38.65,34,52,37,39,54,29,44,5
12,2,9,78,38.65,52,39,37,34,50,44,41,5
3,8,6,113,39.25,40,16,29,14,21,47,38,10
12,2,6,79,38.65,17,45,42,32,14,36,24,1
12,2,6,48,38.65,54,37,29,34,50,44,47,5
4,2,9,83,38.65,32,20,36,30,50,54,50,7
12,2,6,71,38.65,17,45,14,32,28,54,31,1
3,8,9,118,39.25,37,14,14,34,14,28,54,5
4,2,9,58,38.65,26,46,55,18,31,36,47,15
12,2,9,81,38.65,37,34,52,39,29,24,22,5
4,2,9,31,38.65,49,19,34,54,54,14,21,0
3,8,6,86,39.25,17,45,42,32,29,14,22,1
12,2,6,45,38.65,17,45,42,14,14,21,14,1
3,8,9,74,39.25,20,32,36,30,33,54,50,7
4,2,6,33,38.65,23,39,32,27,54,31,22,11
4,2,6,86,38.65,23,39,14,27,25,36,14,11
12,8,6,31,39.25,32,16,40,53,33,38,29,10
4,2,6,10,38.65,23,39,32,27,14,51,47,11
4,8,9,94,39.25,39,32,23,27,51,48,41,11
3,8,9,40,39.25,26,55,46,18,54,36,47,15
3,2,9,40,38.65,34,52,37,39,21,37,51,5
4,8,9,120,39.25,49,19,34,54,36,36,35,0
4,2,6,105,38.65,52,37,39,34,31,14,29,5
12,8,6,115,39.25,49,19,54,34,47,37,47,0
12,8,6,101,39.25,49,19,34,54,31,25,14,0
3,2,6,77,38.65,20,32,36,30,14,36,22,7
12,8,9,67,39.25,55,18,54,32,31,48,38,13
12,2,9,56,38.65,20,30,14,14,54,14,37,7
12,2,6,24,38.65,32,23,27,39,29,50,36,11
3,2,6,72,38.65,52,39,37,24,14,14,14,5
4,8,6,75,39.25,42,32,17,45,24,29,54,1
3,8,9,54,39.25,39,32,27,14,37,38,22,11
3,2,6,63,38.65,26,55,46,18,14,31,14,15
12,2,6,60,38.65,18,55,32,54,29,36,14,13
3,8,6,32,39.25,17,45,42,32,33,25,43,1
3,2,6,42,38.65,26,55,46,18,14,35,43,15
12,8,9,64,39.25,33,55,18,46,22,44,14,15
12,8,6,55,39.25,34,52,37,39,24,24,14,5
12,2,9,4,38.65,54,32,55,18,35,35,14,13
3,8,9,106,39.25,29,20,36,30,14,35,14,7
12,2,6,31,38.65,18,32,55,54,14,14,47,13
4,2,6,61,38.65,40,16,53,32,14,22,28,10
12,2,6,50,38.65,23,39,32,27,37,50,14,11
4,2,6,116,38.65,26,55,46,18,24,35,14,15
12,8,9,33,39.25,36,30,32,20,43,14,14,7
4,2,6,59,38.65,49,19,34,54,14,47,38,0
3,8,6,19,39.25,32,17,42,45,44,24,41,1
12,8,6,4,39.25,49,54,19,34,54,25,31,0
3,8,6,91,39.25,42,32,17,45,33,50,22,1
3,2,9,92,38.65,34,52,37,39,38,14,14,5
4,2,6,15,38.65,23,39,32,27,14,14,48,11
12,2,9,83,38.65,26,55,38,14,21,47,14,15
12,2,6,102,38.65,17,32,47,45,25,44,28,1
12,8,6,93,39.25,48,16,40,32,14,33,47,10
4,2,9,22,38.65,18,55,14,54,44,37,29,13
4,8,9,76,39.25,26,55,46,18,31,48,14,15
12,2,6,54,38.65,54,19,34,49,51,28,35,0
4,8,6,64,39.25,23,39,32,27,38,14,43,11
4,8,9,109,39.25,26,55,46,18,48,44,38,15
4,2,6,98,38.65,39,52,34,37,37,48,14,5
4,8,9,67,39.25,52,37,39,14,28,41,29,5
12,2,9,12,38.65,34,49,19,54,35,14,38,0
12,2,6,74,38.65,16,32,53,40,43,35,33,10
3,8,6,58,39.25,18,55,32,54,24,25,28,13
4,2,6,79,38.65,23,39,32,27,48,21,43,11
4,8,9,111,39.25,55,46,18,26,14,47,25,15
4,2,6,4,38.65,26,29,46,18,33,14,14,15
12,2,6,95,38.65,20,36,32,30,25,48,50,7
12,2,6,78,38.65,17,32,45,42,21,14,51,1
4,2,9,79,38.65,34,52,37,39,14,14,33,5
4,8,6,56,39.25,23,39,32,27,38,25,25,11
4,8,9,24,39.25,32,39,27,23,14,35,44,11
3,8,9,106,39.25,26,55,46,18,14,14,50,15
12,2,6,107,38.65,55,26,18,46,28,14,14,15
12,8,6,121,39.25,53,16,40,41,54,44,36,10
12,8,6,45,39.25,42,17,45,32,48,22,43,1
12,2,6,113,38.65,40,53,16,32,37,25,29,10
12,8,6,106,39.25,26,55,46,18,50,14,38,15
12,8,9,6,39.25,30,36,20,32,48,14,22,7
12,2,6,3,38.65,55,46,18,26,25,51,48,15
12,2,9,17,38.65,34,49,54,19,14,44,14,0
4,2,9,48,38.65,39,32,27,23,14,14,35,11
4,2,6,94,38.65,20,30,32,36,22,31,41,7
3,2,9,62,38.65,54,49,34,19,28,43,31,0
12,8,9,10,39.25,54,49,19,34,31,37,50,0
12,2,6,118,38.65,32,20,36,54,50,22,33,7
4,8,9,25,39.25,26,55,46,18,14,38,43,15
4,2,9,70,38.65,30,20,32,36,21,50,14,7
3,2,6,47,38.65,19,14,34,54,35,50,48,0
12,8,6,105,39.25,17,45,42,14,28,51,14,1
4,2,9,70,38.65,36,20,32,30,33,22,43,7
12,8,6,53,39.25,20,36,32,30,14,38,35,7
4,8,9,35,39.25,34,52,37,39,14,14,14,5
4,2,9,41,38.65,18,55,32,54,14,22,14,13
12,2,9,35,38.65,26,18,46,55,33,43,48,15
12,2,9,23,38.65,37,34,39,52,29,28,14,5
3,2,6,15,38.65,42,45,17,32,47,48,24,1
12,8,6,22,39.25,34,52,37,39,51,14,35,5
3,8,9,41,39.25,26,46,55,18,38,38,50,15
3,2,6,11,38.65,17,45,14,32,28,29,31,1
4,8,6,83,39.25,49,29,34,54,31,21,28,0
12,2,6,44,38.65,32,45,42,41,14,35,24,1
3,8,6,85,39.25,39,32,27,23,35,41,14,11
12,2,9,47,38.65,52,34,39,37,14,44,48,5
12,8,6,119,39.25,32,30,20,36,24,48,50,7
3,8,6,25,39.25,53,16,40,32,37,28,14,10
3,8,9,24,39.25,32,20,36,30,54,48,22,7
12,2,6,5,38.65,26,55,46,22,28,28,47,15
12,8,6,92,39.25,34,52,37,39,14,21,50,5
4,2,6,21,38.65,53,16,14,14,24,54,14,10
4,2,9,21,38.65,36,32,23,39,21,25,14,11
4,8,9,71,39.25,18,55,32,14,29,24,33,13
3,8,6,29,39.25,40,16,53,32,47,14,24,10
3,2,6,79,38.65,39,27,32,23,36,36,22,11
12,8,6,1,39.25,46,18,14,26,38,14,22,15
4,2,6,48,38.65,46,18,26,55,24,54,14,15
12,2,9,4,38.65,34,52,37,39,54,33,14,5
3,2,9,74,38.65,26,55,46,18,44,51,36,15
3,2,9,28,38.65,48,27,31,39,37,14,51,11
3,2,6,23,38.65,36,32,20,30,21,14,37,7
12,8,9,32,39.25,27,32,23,39,22,43,14,11
3,2,6,111,38.65,18,55,32,54,14,33,31,13
12,2,9,58,38.65,49,19,34,54,43,33,14,0
3,8,6,7,39.25,17,45,42,32,38,28,29,1
3,2,9,41,38.65,26,55,46,18,14,29,21,15
3,8,6,63,39.25,39,52,37,34,29,14,33,5
12,2,6,100,38.65,32,20,36,30,31,14,25,7
4,8,6,64,39.25,23,39,32,27,14,37,33,11
4,8,6,116,39.25,17,45,42,36,24,29,25,1
3,8,6,50,39.25,32,20,36,30,36,22,54,7
4,8,6,27,39.25,18,55,26,36,25,35,50,15
12,8,9,29,39.25,33,46,18,55,51,28,41,15
3,8,6,31,39.25,37,14,39,14,29,29,29,5
12,2,9,24,38.65,26,14,46,18,50,48,44,15
4,2,6,30,38.65,32,45,17,42,14,41,22,1
3,2,9,107,38.65,54,49,19,25,14,14,31,0
12,2,6,96,38.65,32,54,55,18,25,48,14,13
3,8,6,43,39.25,53,16,40,32,14,14,44,10
3,2,6,40,38.65,27,32,23,39,37,22,14,11
12,8,6,7,39.25,26,55,46,18,31,35,14,15
3,2,6,58,38.65,32,20,36,30,41,33,31,7
4,8,9,30,39.25,23,39,14,27,28,41,14,11
4,8,6,98,39.25,40,32,16,53,47,24,14,10
12,8,6,72,39.25,37,34,39,52,33,14,14,5
12,2,6,90,38.65,32,14,39,27,31,33,14,11
4,8,6,82,39.25,17,32,45,42,31,14,14,1
3,2,9,6,38.65,32,36,20,30,47,35,43,7
12,8,6,20,39.25,53,16,40,14,14,14,14,10
12,2,9,118,38.65,23,32,39,27,41,24,35,11
4,2,9,110,38.65,37,39,52,34,28,14,14,5
3,2,6,113,38.65,17,45,42,28,47,51,14,1
12,2,6,78,38.65,26,55,46,29,50,41,25,15
3,8,9,57,39.25,39,34,37,35,35,24,38,5
4,8,6,53,39.25,32,20,36,30,38,14,35,7
4,2,6,50,38.65,53,32,29,16,51,21,38,10
4,2,9,59,38.65,32,20,36,30,14,41,48,7
3,8,6,86,39.25,53,40,32,16,48,50,44,10
4,2,6,38,38.65,20,32,36,30,28,14,14,7
